"date","q.cms","av.depth.m_slice1","max.depth.m_slice1","av.vel.ms_slice1","total.shear.Pa_slice1","total.power.watt.ms_slice1","av.depth.m_slice2","max.depth.m_slice2","av.vel.ms_slice2","total.shear.Pa_slice2","total.power.watt.ms_slice2","av.depth.m_slice3","max.depth.m_slice3","av.vel.ms_slice3","total.shear.Pa_slice3","total.power.watt.ms_slice3"
"08/31/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/01/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/02/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/03/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/04/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/05/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/06/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/07/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/08/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/09/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/10/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/11/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/12/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/13/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/14/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/15/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/16/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/17/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/18/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/19/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/20/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/21/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/22/2000",4.58312974064625e-06,0,0,0,0,0,9.20192029875123e-06,1.77518310274209e-05,6.36476164143093e-05,0.000735214841394629,0.000188390475981763,0,0,0,0,0
"09/23/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/24/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/25/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/26/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/27/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/28/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/29/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09/30/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/01/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/02/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/03/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/04/2000",3.91486590046071e-06,0,0,0,0,0,7.86019293253933e-06,1.51634454821677e-05,5.43671895072402e-05,0.000628013535502186,0.000160921355520818,0,0,0,0,0
"10/05/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/06/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/07/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/08/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/09/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/10/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/11/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/12/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/13/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/14/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/15/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/16/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/17/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/18/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/19/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/20/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/21/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/22/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/23/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/24/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/25/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/26/2000",1.21391978306484e-06,0,0,0,0,0,2.43728493954111e-06,4.7018740662515e-06,1.68581526342211e-05,0.000194734142666006,4.98984184774611e-05,0,0,0,0,0
"10/27/2000",0.00465588823623024,0,0,0,0,0,0.00934800341559673,0.0180336464226871,0.0646580405305507,0.746886587301467,0.191381228674889,0,0,0,0,0
"10/28/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/29/2000",0.00129572392946563,0,0,0,0,0,0.00260152974121267,0.00501872597017436,0.0179941970461961,0.207856970498717,0.0532609944789761,0,0,0,0,0
"10/30/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10/31/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/01/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/02/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/03/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/04/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/05/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/06/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/07/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/08/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/09/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/10/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/11/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/12/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/13/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/14/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/15/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/16/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/17/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/18/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/19/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/20/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/21/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/22/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/23/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/24/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/25/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/26/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/27/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/28/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/29/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11/30/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/01/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/02/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/03/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/04/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/05/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/06/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/07/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/08/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/09/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/10/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/11/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/12/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/13/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/14/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/15/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/16/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/17/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/18/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/19/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/20/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/21/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/22/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/23/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/24/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/25/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/26/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/27/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/28/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/29/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/30/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12/31/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/01/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/02/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/03/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/04/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/05/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/06/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/07/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/08/2001",1.12729784438775e-05,0,0,0,0,0,2.26336706661667e-05,4.36636141317819e-05,0.000156552017604791,0.00180838455982522,0.000463378061489216,0,0,0,0,0
"01/09/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/10/2001",0.000736925573644969,0,0,0,0,0,0.0014795850823626,0.00285433295660666,0.0102339577737191,0.118215858901397,0.0302914749174292,0,0,0,0,0
"01/11/2001",0.169524017330177,0,0,0,0,0,0.0939648244856582,0.166528862811337,0.474422655386134,7.26132439669666,3.65621426386856,0,0,0,0,0
"01/12/2001",0.0409643439847995,0,0,0,0,0,0.0469978568693795,0.0898556013135589,0.29316561803144,3.707826527828,1.16672835394403,0,0,0,0,0
"01/13/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/14/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/15/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/16/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/17/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/18/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/19/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/20/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/21/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/22/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/23/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/24/2001",3.5835197786191e-05,0,0,0,0,0,7.19492252191881e-05,0.000138800429386267,0.000497656634635175,0.00574859773727561,0.00147301306091527,0,0,0,0,0
"01/25/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/26/2001",0.131866579744412,0,0,0,0,0,0.0831602653730534,0.152553081875142,0.430195117068341,6.43526263900222,2.87969680644242,0,0,0,0,0
"01/27/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/28/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/29/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/30/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01/31/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/01/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/02/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/03/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/04/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/05/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/06/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/07/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/08/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/09/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/10/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/11/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/12/2001",0.453396859497603,0,0,0,0,0,0.131239325383876,0.250483350013338,0.581506855924255,10.3222557513839,5.99238587254526,0,0,0,0,0
"02/13/2001",0.243114974993699,0,0,0,0,0,0.115079321466974,0.193840628271953,0.560853042278334,8.87563168193071,5.17370103402618,0,0,0,0,0
"02/14/2001",0.00463065218147117,0,0,0,0,0,0.00929733494717255,0.0179358996415064,0.0643075781120705,0.742838279038979,0.190343895534219,0,0,0,0,0
"02/15/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/16/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/17/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/18/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/19/2001",0.0223732373959569,0,0,0,0,0,0.0387796992792987,0.074670513371733,0.262671749887828,3.0901956027299,0.829568637065032,0,0,0,0,0
"02/20/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/21/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/22/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02/23/2001",2.46533313322781e-05,0,0,0,0,0,4.94984874651052e-05,9.5489719217923e-05,0.000342369922905663,0.00395482914754978,0.00101338017622191,0,0,0,0,0
"02/24/2001",0.0209993472448584,0,0,0,0,0,0.0381723741736503,0.0735483293496501,0.260418240936589,3.04455243238116,0.804652400252898,0,0,0,0,0
"02/25/2001",0.428095256524903,0,0,0,0,0,0.131196051181926,0.244588938546966,0.588761919686219,10.2844598820968,6.04526348902651,0,0,0,0,0
"02/26/2001",0.12872682124073,0,0,0,0,0,0.0822594152747141,0.151387825292294,0.426507564265153,6.36638821220722,2.81495322731123,0,0,0,0,0
"02/27/2001",0.167446139573322,0,0,0,0,0,0.0933686460281736,0.165757701356821,0.471982249877881,7.21574361738335,3.61336726056622,0,0,0,0,0
"02/28/2001",0.0768126514097529,0,0,0,0,0,0.0628445219588443,0.119136252156593,0.35196542935866,4.89877356329724,1.81685668945915,0,0,0,0,0
"03/01/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/02/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/03/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/04/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/05/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/06/2001",0.0162824991879869,0,0,0,0,0,0.0326916906723242,0.0630669849308051,0.226121083457952,2.61200003827863,0.669295426004018,0,0,0,0,0
"03/07/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/08/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/09/2001",0.0499477240041682,0,0,0,0,0,0.0509689401579376,0.0971931643013814,0.307900513153766,4.00627101715174,1.3296467821437,0,0,0,0,0
"03/10/2001",0.0123882809687184,0,0,0,0,0,0.0248729537594564,0.047983514087885,0.172040635929826,1.98729875499534,0.509222797599353,0,0,0,0,0
"03/11/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/12/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/13/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/14/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/15/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/16/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/17/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/18/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/19/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/20/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/21/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/22/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/23/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/24/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/25/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/26/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/27/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/28/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/29/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/30/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03/31/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/01/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/02/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/03/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/04/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/05/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/06/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/07/2001",0.00118927366203309,0,0,0,0,0,0.0023878009287796,0.00460641227468212,0.0165158828434235,0.190780470177826,0.0488853346821023,0,0,0,0,0
"04/08/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/09/2001",9.62313039507627e-05,0,0,0,0,0,0.000193211372863069,0.000372732596271963,0.00133639968046013,0.0154371983502658,0.0039556072338187,0,0,0,0,0
"04/10/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/11/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/12/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/13/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/14/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/15/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/16/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/17/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/18/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/19/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/20/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/21/2001",4.47563070211555e-05,0,0,0,0,0,8.98608578375179e-05,0.000173354551280692,0.000621547375397209,0.00717970099692798,0.00183971706236544,0,0,0,0,0
"04/22/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/23/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/24/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/25/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/26/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/27/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/28/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/29/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04/30/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/01/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/02/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/03/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/04/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/05/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/06/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/07/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05/08/2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
