"","TimePeriod","position","water_year","Node","TimePercentage","Species","Life_Stage","Hydraulic","Suitability_Class"
"28","critical","slice2",1994,"J01-010",100,"Willow","Germination","Depth","High"
"29","critical","slice2",1995,"J01-010",100,"Willow","Germination","Depth","High"
"30","critical","slice2",1996,"J01-010",100,"Willow","Germination","Depth","High"
"31","critical","slice2",1997,"J01-010",100,"Willow","Germination","Depth","High"
"32","critical","slice2",1998,"J01-010",100,"Willow","Germination","Depth","High"
"33","critical","slice2",1999,"J01-010",100,"Willow","Germination","Depth","High"
"34","critical","slice2",2000,"J01-010",100,"Willow","Germination","Depth","High"
"35","critical","slice2",2001,"J01-010",97.8369763205829,"Willow","Germination","Depth","High"
"36","critical","slice2",2002,"J01-010",100,"Willow","Germination","Depth","High"
"37","critical","slice2",2003,"J01-010",95.924408014572,"Willow","Germination","Depth","High"
"38","critical","slice2",2004,"J01-010",100,"Willow","Germination","Depth","High"
"39","critical","slice2",2005,"J01-010",100,"Willow","Germination","Depth","High"
"40","critical","slice2",2006,"J01-010",98.8387978142077,"Willow","Germination","Depth","High"
"41","critical","slice2",2007,"J01-010",89.344262295082,"Willow","Germination","Depth","High"
"42","critical","slice2",2008,"J01-010",83.424408014572,"Willow","Germination","Depth","High"
"43","critical","slice2",2009,"J01-010",90.983606557377,"Willow","Germination","Depth","High"
"44","critical","slice2",2010,"J01-010",100,"Willow","Germination","Depth","High"
"45","critical","slice2",2011,"J01-010",99.7040072859745,"Willow","Germination","Depth","High"
"46","critical","slice2",2012,"J01-010",77.2085610200364,"Willow","Germination","Depth","High"
"47","critical","slice2",2013,"J01-010",65.8469945355191,"Willow","Germination","Depth","Partial"
"48","critical","slice2",2014,"J01-010",55.8515482695811,"Willow","Germination","Depth","Partial"
"49","critical","slice2",2015,"J01-010",50.9790528233151,"Willow","Germination","Depth","Partial"
"50","critical","slice2",2016,"J01-010",76.252276867031,"Willow","Germination","Depth","High"
"51","critical","slice2",2017,"J01-010",60.2231329690346,"Willow","Germination","Depth","Partial"
"52","critical","slice2",2018,"J01-010",100,"Willow","Germination","Depth","High"
"53","critical","slice3",1993,"J01-010",1.52550091074681,"Willow","Germination","Depth","Low"
"54","critical","slice3",1994,"J01-010",3.32422586520947,"Willow","Germination","Depth","Low"
"55","critical","slice3",1995,"J01-010",0.409836065573771,"Willow","Germination","Depth","Low"
"56","critical","slice3",1996,"J01-010",0,"Willow","Germination","Depth","Low"
"57","critical","slice3",1997,"J01-010",6.98998178506375,"Willow","Germination","Depth","Low"
"58","critical","slice3",1998,"J01-010",1.98087431693989,"Willow","Germination","Depth","Low"
"59","critical","slice3",1999,"J01-010",1.11566484517304,"Willow","Germination","Depth","Low"
"60","critical","slice3",2000,"J01-010",1.95810564663024,"Willow","Germination","Depth","Low"
"61","critical","slice3",2001,"J01-010",0.0455373406193078,"Willow","Germination","Depth","Low"
"62","critical","slice3",2002,"J01-010",2.29963570127505,"Willow","Germination","Depth","Low"
"63","critical","slice3",2003,"J01-010",0.728597449908925,"Willow","Germination","Depth","Low"
"64","critical","slice3",2004,"J01-010",2.3224043715847,"Willow","Germination","Depth","Low"
"65","critical","slice3",2005,"J01-010",2.50455373406193,"Willow","Germination","Depth","Low"
"66","critical","slice3",2006,"J01-010",0.819672131147541,"Willow","Germination","Depth","Low"
"67","critical","slice3",2007,"J01-010",0.273224043715847,"Willow","Germination","Depth","Low"
"68","critical","slice3",2008,"J01-010",0,"Willow","Germination","Depth","Low"
"69","critical","slice3",2009,"J01-010",0.910746812386157,"Willow","Germination","Depth","Low"
"70","critical","slice3",2010,"J01-010",0.273224043715847,"Willow","Germination","Depth","Low"
"71","critical","slice3",2011,"J01-010",1.86703096539162,"Willow","Germination","Depth","Low"
"72","critical","slice3",2012,"J01-010",0.910746812386157,"Willow","Germination","Depth","Low"
"73","critical","slice3",2013,"J01-010",0.591985428051002,"Willow","Germination","Depth","Low"
"74","critical","slice3",2014,"J01-010",2.29963570127505,"Willow","Germination","Depth","Low"
"75","critical","slice3",2015,"J01-010",0,"Willow","Germination","Depth","Low"
"76","critical","slice3",2016,"J01-010",0.591985428051002,"Willow","Germination","Depth","Low"
"77","critical","slice3",2017,"J01-010",0,"Willow","Germination","Depth","Low"
"78","critical","slice3",2018,"J01-010",1.75,"Willow","Germination","Depth","Low"
"79","critical","slice1",1993,"J01-020",0.182149362477231,"Willow","Germination","Depth","Low"
"80","critical","slice1",1994,"J01-020",0.273224043715847,"Willow","Germination","Depth","Low"
"81","critical","slice1",1995,"J01-020",0.0455373406193078,"Willow","Germination","Depth","Low"
"82","critical","slice1",1996,"J01-020",0,"Willow","Germination","Depth","Low"
"83","critical","slice1",1997,"J01-020",0.52367941712204,"Willow","Germination","Depth","Low"
"84","critical","slice1",1998,"J01-020",0.295992714025501,"Willow","Germination","Depth","Low"
"85","critical","slice1",1999,"J01-020",0.204918032786885,"Willow","Germination","Depth","Low"
"86","critical","slice1",2000,"J01-020",0.159380692167577,"Willow","Germination","Depth","Low"
"87","critical","slice1",2001,"J01-020",0,"Willow","Germination","Depth","Low"
"88","critical","slice1",2002,"J01-020",0.63752276867031,"Willow","Germination","Depth","Low"
"89","critical","slice1",2003,"J01-020",0.0227686703096539,"Willow","Germination","Depth","Low"
"90","critical","slice1",2004,"J01-020",0.295992714025501,"Willow","Germination","Depth","Low"
"91","critical","slice1",2005,"J01-020",0.478142076502732,"Willow","Germination","Depth","Low"
"92","critical","slice1",2006,"J01-020",0.0683060109289618,"Willow","Germination","Depth","Low"
"93","critical","slice1",2007,"J01-020",0,"Willow","Germination","Depth","Low"
"94","critical","slice1",2008,"J01-020",0,"Willow","Germination","Depth","Low"
"95","critical","slice1",2009,"J01-020",0.11384335154827,"Willow","Germination","Depth","Low"
"96","critical","slice1",2010,"J01-020",0,"Willow","Germination","Depth","Low"
"97","critical","slice1",2011,"J01-020",0.0683060109289618,"Willow","Germination","Depth","Low"
"98","critical","slice1",2012,"J01-020",0.11384335154827,"Willow","Germination","Depth","Low"
"99","critical","slice1",2013,"J01-020",0,"Willow","Germination","Depth","Low"
"100","critical","slice1",2014,"J01-020",0.341530054644809,"Willow","Germination","Depth","Low"
"101","critical","slice1",2015,"J01-020",0,"Willow","Germination","Depth","Low"
"102","critical","slice1",2016,"J01-020",0.11384335154827,"Willow","Germination","Depth","Low"
"103","critical","slice1",2017,"J01-020",0,"Willow","Germination","Depth","Low"
"104","critical","slice1",2018,"J01-020",0,"Willow","Germination","Depth","Low"
"105","critical","slice2",1993,"J01-020",0.341530054644809,"Willow","Germination","Depth","Low"
"106","critical","slice2",1994,"J01-020",0.52367941712204,"Willow","Germination","Depth","Low"
"107","critical","slice2",1995,"J01-020",0.136612021857924,"Willow","Germination","Depth","Low"
"108","critical","slice2",1996,"J01-020",0,"Willow","Germination","Depth","Low"
"109","critical","slice2",1997,"J01-020",1.07012750455373,"Willow","Germination","Depth","Low"
"110","critical","slice2",1998,"J01-020",0.478142076502732,"Willow","Germination","Depth","Low"
"111","critical","slice2",1999,"J01-020",0.500910746812386,"Willow","Germination","Depth","Low"
"112","critical","slice2",2000,"J01-020",0.295992714025501,"Willow","Germination","Depth","Low"
"113","critical","slice2",2001,"J01-020",0,"Willow","Germination","Depth","Low"
"114","critical","slice2",2002,"J01-020",0.956284153005465,"Willow","Germination","Depth","Low"
"115","critical","slice2",2003,"J01-020",0.182149362477231,"Willow","Germination","Depth","Low"
"116","critical","slice2",2004,"J01-020",0.614754098360656,"Willow","Germination","Depth","Low"
"117","critical","slice2",2005,"J01-020",0.728597449908925,"Willow","Germination","Depth","Low"
"118","critical","slice2",2006,"J01-020",0.364298724954463,"Willow","Germination","Depth","Low"
"119","critical","slice2",2007,"J01-020",0,"Willow","Germination","Depth","Low"
"120","critical","slice2",2008,"J01-020",0,"Willow","Germination","Depth","Low"
"121","critical","slice2",2009,"J01-020",0.204918032786885,"Willow","Germination","Depth","Low"
"122","critical","slice2",2010,"J01-020",0.0227686703096539,"Willow","Germination","Depth","Low"
"123","critical","slice2",2011,"J01-020",0.500910746812386,"Willow","Germination","Depth","Low"
"124","critical","slice2",2012,"J01-020",0.387067395264117,"Willow","Germination","Depth","Low"
"125","critical","slice2",2013,"J01-020",0.11384335154827,"Willow","Germination","Depth","Low"
"126","critical","slice2",2014,"J01-020",0.751366120218579,"Willow","Germination","Depth","Low"
"127","critical","slice2",2015,"J01-020",0,"Willow","Germination","Depth","Low"
"128","critical","slice2",2016,"J01-020",0.250455373406193,"Willow","Germination","Depth","Low"
"129","critical","slice2",2017,"J01-020",0,"Willow","Germination","Depth","Low"
"130","critical","slice2",2018,"J01-020",0,"Willow","Germination","Depth","Low"
"131","critical","slice3",1993,"J01-020",100,"Willow","Germination","Depth","High"
"132","critical","slice3",1994,"J01-020",100,"Willow","Germination","Depth","High"
"133","critical","slice3",1995,"J01-020",100,"Willow","Germination","Depth","High"
"134","critical","slice3",1996,"J01-020",100,"Willow","Germination","Depth","High"
"135","critical","slice3",1997,"J01-020",100,"Willow","Germination","Depth","High"
"136","critical","slice3",1998,"J01-020",100,"Willow","Germination","Depth","High"
"137","critical","slice3",1999,"J01-020",100,"Willow","Germination","Depth","High"
"138","critical","slice3",2000,"J01-020",100,"Willow","Germination","Depth","High"
"139","critical","slice3",2001,"J01-020",100,"Willow","Germination","Depth","High"
"140","critical","slice3",2002,"J01-020",100,"Willow","Germination","Depth","High"
"141","critical","slice3",2003,"J01-020",100,"Willow","Germination","Depth","High"
"142","critical","slice3",2004,"J01-020",100,"Willow","Germination","Depth","High"
"143","critical","slice3",2005,"J01-020",100,"Willow","Germination","Depth","High"
"144","critical","slice3",2006,"J01-020",100,"Willow","Germination","Depth","High"
"145","critical","slice3",2007,"J01-020",100,"Willow","Germination","Depth","High"
"146","critical","slice3",2008,"J01-020",100,"Willow","Germination","Depth","High"
"147","critical","slice3",2009,"J01-020",100,"Willow","Germination","Depth","High"
"148","critical","slice3",2010,"J01-020",100,"Willow","Germination","Depth","High"
"149","critical","slice3",2011,"J01-020",100,"Willow","Germination","Depth","High"
"150","critical","slice3",2012,"J01-020",94.2850637522769,"Willow","Germination","Depth","High"
"151","critical","slice3",2013,"J01-020",74.2714025500911,"Willow","Germination","Depth","Partial"
"152","critical","slice3",2014,"J01-020",66.3706739526412,"Willow","Germination","Depth","Partial"
"153","critical","slice3",2015,"J01-020",60.3825136612022,"Willow","Germination","Depth","Partial"
"154","critical","slice3",2016,"J01-020",95.2185792349727,"Willow","Germination","Depth","High"
"155","critical","slice3",2017,"J01-020",68.4426229508197,"Willow","Germination","Depth","Partial"
"156","critical","slice3",2018,"J01-020",100,"Willow","Germination","Depth","High"
"157","critical","slice4",1993,"J01-020",1.68488160291439,"Willow","Germination","Depth","Low"
"158","critical","slice4",1994,"J01-020",4.14389799635701,"Willow","Germination","Depth","Low"
"159","critical","slice4",1995,"J01-020",0.455373406193078,"Willow","Germination","Depth","Low"
"160","critical","slice4",1996,"J01-020",0,"Willow","Germination","Depth","Low"
"161","critical","slice4",1997,"J01-020",8.37887067395264,"Willow","Germination","Depth","Low"
"162","critical","slice4",1998,"J01-020",2.07194899817851,"Willow","Germination","Depth","Low"
"163","critical","slice4",1999,"J01-020",1.16120218579235,"Willow","Germination","Depth","Low"
"164","critical","slice4",2000,"J01-020",2.0264116575592,"Willow","Germination","Depth","Low"
"165","critical","slice4",2001,"J01-020",0.11384335154827,"Willow","Germination","Depth","Low"
"166","critical","slice4",2002,"J01-020",2.48178506375228,"Willow","Germination","Depth","Low"
"167","critical","slice4",2003,"J01-020",0.705828779599271,"Willow","Germination","Depth","Low"
"168","critical","slice4",2004,"J01-020",2.70947176684882,"Willow","Germination","Depth","Low"
"169","critical","slice4",2005,"J01-020",2.57285974499089,"Willow","Germination","Depth","Low"
"170","critical","slice4",2006,"J01-020",0.910746812386157,"Willow","Germination","Depth","Low"
"171","critical","slice4",2007,"J01-020",0.318761384335155,"Willow","Germination","Depth","Low"
"172","critical","slice4",2008,"J01-020",0,"Willow","Germination","Depth","Low"
"173","critical","slice4",2009,"J01-020",0.910746812386157,"Willow","Germination","Depth","Low"
"174","critical","slice4",2010,"J01-020",0.250455373406193,"Willow","Germination","Depth","Low"
"175","critical","slice4",2011,"J01-020",1.93533697632058,"Willow","Germination","Depth","Low"
"176","critical","slice4",2012,"J01-020",0.979052823315118,"Willow","Germination","Depth","Low"
"177","critical","slice4",2013,"J01-020",0.683060109289617,"Willow","Germination","Depth","Low"
"178","critical","slice4",2014,"J01-020",2.3224043715847,"Willow","Germination","Depth","Low"
"179","critical","slice4",2015,"J01-020",0,"Willow","Germination","Depth","Low"
"180","critical","slice4",2016,"J01-020",0.63752276867031,"Willow","Germination","Depth","Low"
"181","critical","slice4",2017,"J01-020",0,"Willow","Germination","Depth","Low"
"182","critical","slice4",2018,"J01-020",1.83333333333333,"Willow","Germination","Depth","Low"
"183","critical","slice1",1993,"J01-030",0,"Willow","Germination","Depth","Low"
"184","critical","slice1",1994,"J01-030",0,"Willow","Germination","Depth","Low"
"185","critical","slice1",1995,"J01-030",0,"Willow","Germination","Depth","Low"
"186","critical","slice1",1996,"J01-030",0,"Willow","Germination","Depth","Low"
"187","critical","slice1",1997,"J01-030",0.0683060109289618,"Willow","Germination","Depth","Low"
"188","critical","slice1",1998,"J01-030",0,"Willow","Germination","Depth","Low"
"189","critical","slice1",1999,"J01-030",0,"Willow","Germination","Depth","Low"
"190","critical","slice1",2000,"J01-030",0,"Willow","Germination","Depth","Low"
"191","critical","slice1",2001,"J01-030",0,"Willow","Germination","Depth","Low"
"192","critical","slice1",2002,"J01-030",0,"Willow","Germination","Depth","Low"
"193","critical","slice1",2003,"J01-030",0,"Willow","Germination","Depth","Low"
"194","critical","slice1",2004,"J01-030",0.0455373406193078,"Willow","Germination","Depth","Low"
"195","critical","slice1",2005,"J01-030",0.0455373406193078,"Willow","Germination","Depth","Low"
"196","critical","slice1",2006,"J01-030",0,"Willow","Germination","Depth","Low"
"197","critical","slice1",2007,"J01-030",0,"Willow","Germination","Depth","Low"
"198","critical","slice1",2008,"J01-030",0,"Willow","Germination","Depth","Low"
"199","critical","slice1",2009,"J01-030",0,"Willow","Germination","Depth","Low"
"200","critical","slice1",2010,"J01-030",0,"Willow","Germination","Depth","Low"
"201","critical","slice1",2011,"J01-030",0,"Willow","Germination","Depth","Low"
"202","critical","slice1",2012,"J01-030",0,"Willow","Germination","Depth","Low"
"203","critical","slice1",2013,"J01-030",0,"Willow","Germination","Depth","Low"
"204","critical","slice1",2014,"J01-030",0.0455373406193078,"Willow","Germination","Depth","Low"
"205","critical","slice1",2015,"J01-030",0,"Willow","Germination","Depth","Low"
"206","critical","slice1",2016,"J01-030",0,"Willow","Germination","Depth","Low"
"207","critical","slice1",2017,"J01-030",0,"Willow","Germination","Depth","Low"
"208","critical","slice1",2018,"J01-030",0,"Willow","Germination","Depth","Low"
"209","critical","slice2",1993,"J01-030",0.0683060109289618,"Willow","Germination","Depth","Low"
"210","critical","slice2",1994,"J01-030",0.136612021857924,"Willow","Germination","Depth","Low"
"211","critical","slice2",1995,"J01-030",0,"Willow","Germination","Depth","Low"
"212","critical","slice2",1996,"J01-030",0,"Willow","Germination","Depth","Low"
"213","critical","slice2",1997,"J01-030",0.204918032786885,"Willow","Germination","Depth","Low"
"214","critical","slice2",1998,"J01-030",0.11384335154827,"Willow","Germination","Depth","Low"
"215","critical","slice2",1999,"J01-030",0.0910746812386157,"Willow","Germination","Depth","Low"
"216","critical","slice2",2000,"J01-030",0.0455373406193078,"Willow","Germination","Depth","Low"
"217","critical","slice2",2001,"J01-030",0,"Willow","Germination","Depth","Low"
"218","critical","slice2",2002,"J01-030",0.250455373406193,"Willow","Germination","Depth","Low"
"219","critical","slice2",2003,"J01-030",0,"Willow","Germination","Depth","Low"
"220","critical","slice2",2004,"J01-030",0.11384335154827,"Willow","Germination","Depth","Low"
"221","critical","slice2",2005,"J01-030",0.204918032786885,"Willow","Germination","Depth","Low"
"222","critical","slice2",2006,"J01-030",0.0227686703096539,"Willow","Germination","Depth","Low"
"223","critical","slice2",2007,"J01-030",0,"Willow","Germination","Depth","Low"
"224","critical","slice2",2008,"J01-030",0,"Willow","Germination","Depth","Low"
"225","critical","slice2",2009,"J01-030",0.0227686703096539,"Willow","Germination","Depth","Low"
"226","critical","slice2",2010,"J01-030",0,"Willow","Germination","Depth","Low"
"227","critical","slice2",2011,"J01-030",0.0227686703096539,"Willow","Germination","Depth","Low"
"228","critical","slice2",2012,"J01-030",0,"Willow","Germination","Depth","Low"
"229","critical","slice2",2013,"J01-030",0,"Willow","Germination","Depth","Low"
"230","critical","slice2",2014,"J01-030",0.136612021857924,"Willow","Germination","Depth","Low"
"231","critical","slice2",2015,"J01-030",0,"Willow","Germination","Depth","Low"
"232","critical","slice2",2016,"J01-030",0.0227686703096539,"Willow","Germination","Depth","Low"
"233","critical","slice2",2017,"J01-030",0,"Willow","Germination","Depth","Low"
"234","critical","slice2",2018,"J01-030",0,"Willow","Germination","Depth","Low"
"235","critical","slice3",1993,"J01-030",0.318761384335155,"Willow","Germination","Depth","Low"
"236","critical","slice3",1994,"J01-030",1.22950819672131,"Willow","Germination","Depth","Low"
"237","critical","slice3",1995,"J01-030",0.136612021857924,"Willow","Germination","Depth","Low"
"238","critical","slice3",1996,"J01-030",0,"Willow","Germination","Depth","Low"
"239","critical","slice3",1997,"J01-030",2.3224043715847,"Willow","Germination","Depth","Low"
"240","critical","slice3",1998,"J01-030",0.660291438979964,"Willow","Germination","Depth","Low"
"241","critical","slice3",1999,"J01-030",0.478142076502732,"Willow","Germination","Depth","Low"
"242","critical","slice3",2000,"J01-030",0.52367941712204,"Willow","Germination","Depth","Low"
"243","critical","slice3",2001,"J01-030",0,"Willow","Germination","Depth","Low"
"244","critical","slice3",2002,"J01-030",1.07012750455373,"Willow","Germination","Depth","Low"
"245","critical","slice3",2003,"J01-030",0.182149362477231,"Willow","Germination","Depth","Low"
"246","critical","slice3",2004,"J01-030",1.07012750455373,"Willow","Germination","Depth","Low"
"247","critical","slice3",2005,"J01-030",0.887978142076503,"Willow","Germination","Depth","Low"
"248","critical","slice3",2006,"J01-030",0.591985428051002,"Willow","Germination","Depth","Low"
"249","critical","slice3",2007,"J01-030",0,"Willow","Germination","Depth","Low"
"250","critical","slice3",2008,"J01-030",0,"Willow","Germination","Depth","Low"
"251","critical","slice3",2009,"J01-030",0.227686703096539,"Willow","Germination","Depth","Low"
"252","critical","slice3",2010,"J01-030",0.432604735883424,"Willow","Germination","Depth","Low"
"253","critical","slice3",2011,"J01-030",0.819672131147541,"Willow","Germination","Depth","Low"
"254","critical","slice3",2012,"J01-030",0.273224043715847,"Willow","Germination","Depth","Low"
"255","critical","slice3",2013,"J01-030",0.159380692167577,"Willow","Germination","Depth","Low"
"256","critical","slice3",2014,"J01-030",0.865209471766849,"Willow","Germination","Depth","Low"
"257","critical","slice3",2015,"J01-030",0.0910746812386157,"Willow","Germination","Depth","Low"
"258","critical","slice3",2016,"J01-030",0.273224043715847,"Willow","Germination","Depth","Low"
"259","critical","slice3",2017,"J01-030",0,"Willow","Germination","Depth","Low"
"260","critical","slice3",2018,"J01-030",0.25,"Willow","Germination","Depth","Low"
"261","critical","slice4",1993,"J01-030",0.0683060109289618,"Willow","Germination","Depth","Low"
"262","critical","slice4",1994,"J01-030",0.182149362477231,"Willow","Germination","Depth","Low"
"263","critical","slice4",1995,"J01-030",0.0227686703096539,"Willow","Germination","Depth","Low"
"264","critical","slice4",1996,"J01-030",0,"Willow","Germination","Depth","Low"
"265","critical","slice4",1997,"J01-030",0.273224043715847,"Willow","Germination","Depth","Low"
"266","critical","slice4",1998,"J01-030",0.159380692167577,"Willow","Germination","Depth","Low"
"267","critical","slice4",1999,"J01-030",0.0910746812386157,"Willow","Germination","Depth","Low"
"268","critical","slice4",2000,"J01-030",0.0455373406193078,"Willow","Germination","Depth","Low"
"269","critical","slice4",2001,"J01-030",0,"Willow","Germination","Depth","Low"
"270","critical","slice4",2002,"J01-030",0.432604735883424,"Willow","Germination","Depth","Low"
"271","critical","slice4",2003,"J01-030",0.0227686703096539,"Willow","Germination","Depth","Low"
"272","critical","slice4",2004,"J01-030",0.11384335154827,"Willow","Germination","Depth","Low"
"273","critical","slice4",2005,"J01-030",0.273224043715847,"Willow","Germination","Depth","Low"
"274","critical","slice4",2006,"J01-030",0.0227686703096539,"Willow","Germination","Depth","Low"
"275","critical","slice4",2007,"J01-030",0,"Willow","Germination","Depth","Low"
"276","critical","slice4",2008,"J01-030",0,"Willow","Germination","Depth","Low"
"277","critical","slice4",2009,"J01-030",0.0683060109289618,"Willow","Germination","Depth","Low"
"278","critical","slice4",2010,"J01-030",0,"Willow","Germination","Depth","Low"
"279","critical","slice4",2011,"J01-030",0.0455373406193078,"Willow","Germination","Depth","Low"
"280","critical","slice4",2012,"J01-030",0.0455373406193078,"Willow","Germination","Depth","Low"
"281","critical","slice4",2013,"J01-030",0,"Willow","Germination","Depth","Low"
"282","critical","slice4",2014,"J01-030",0.159380692167577,"Willow","Germination","Depth","Low"
"283","critical","slice4",2015,"J01-030",0,"Willow","Germination","Depth","Low"
"284","critical","slice4",2016,"J01-030",0.0455373406193078,"Willow","Germination","Depth","Low"
"285","critical","slice4",2017,"J01-030",0,"Willow","Germination","Depth","Low"
"286","critical","slice4",2018,"J01-030",0,"Willow","Germination","Depth","Low"
"287","critical","slice5",1993,"J01-030",0,"Willow","Germination","Depth","Low"
"288","critical","slice5",1994,"J01-030",0,"Willow","Germination","Depth","Low"
"289","critical","slice5",1995,"J01-030",0,"Willow","Germination","Depth","Low"
"290","critical","slice5",1996,"J01-030",0,"Willow","Germination","Depth","Low"
"291","critical","slice5",1997,"J01-030",0,"Willow","Germination","Depth","Low"
"292","critical","slice5",1998,"J01-030",0,"Willow","Germination","Depth","Low"
"293","critical","slice5",1999,"J01-030",0,"Willow","Germination","Depth","Low"
"294","critical","slice5",2000,"J01-030",0,"Willow","Germination","Depth","Low"
"295","critical","slice5",2001,"J01-030",0,"Willow","Germination","Depth","Low"
"296","critical","slice5",2002,"J01-030",0,"Willow","Germination","Depth","Low"
"297","critical","slice5",2003,"J01-030",0,"Willow","Germination","Depth","Low"
"298","critical","slice5",2004,"J01-030",0,"Willow","Germination","Depth","Low"
"299","critical","slice5",2005,"J01-030",0,"Willow","Germination","Depth","Low"
"300","critical","slice5",2006,"J01-030",0,"Willow","Germination","Depth","Low"
"301","critical","slice5",2007,"J01-030",0,"Willow","Germination","Depth","Low"
"302","critical","slice5",2008,"J01-030",0,"Willow","Germination","Depth","Low"
"303","critical","slice5",2009,"J01-030",0,"Willow","Germination","Depth","Low"
"304","critical","slice5",2010,"J01-030",0,"Willow","Germination","Depth","Low"
"305","critical","slice5",2011,"J01-030",0,"Willow","Germination","Depth","Low"
"306","critical","slice5",2012,"J01-030",0,"Willow","Germination","Depth","Low"
"307","critical","slice5",2013,"J01-030",0,"Willow","Germination","Depth","Low"
"308","critical","slice5",2014,"J01-030",0,"Willow","Germination","Depth","Low"
"309","critical","slice5",2015,"J01-030",0,"Willow","Germination","Depth","Low"
"310","critical","slice5",2016,"J01-030",0,"Willow","Germination","Depth","Low"
"311","critical","slice5",2017,"J01-030",0,"Willow","Germination","Depth","Low"
"312","critical","slice5",2018,"J01-030",0,"Willow","Germination","Depth","Low"
"313","critical","slice1",1993,"J01-031",0.0455373406193078,"Willow","Germination","Depth","Low"
"314","critical","slice1",1994,"J01-031",0.227686703096539,"Willow","Germination","Depth","Low"
"315","critical","slice1",1995,"J01-031",0,"Willow","Germination","Depth","Low"
"316","critical","slice1",1996,"J01-031",0,"Willow","Germination","Depth","Low"
"317","critical","slice1",1997,"J01-031",0.227686703096539,"Willow","Germination","Depth","Low"
"318","critical","slice1",1998,"J01-031",0.136612021857924,"Willow","Germination","Depth","Low"
"319","critical","slice1",1999,"J01-031",0,"Willow","Germination","Depth","Low"
"320","critical","slice1",2000,"J01-031",0.0683060109289618,"Willow","Germination","Depth","Low"
"321","critical","slice1",2001,"J01-031",0,"Willow","Germination","Depth","Low"
"322","critical","slice1",2002,"J01-031",0.341530054644809,"Willow","Germination","Depth","Low"
"323","critical","slice1",2003,"J01-031",0,"Willow","Germination","Depth","Low"
"324","critical","slice1",2004,"J01-031",0.11384335154827,"Willow","Germination","Depth","Low"
"325","critical","slice1",2005,"J01-031",0.273224043715847,"Willow","Germination","Depth","Low"
"326","critical","slice1",2006,"J01-031",0.0455373406193078,"Willow","Germination","Depth","Low"
"327","critical","slice1",2007,"J01-031",0,"Willow","Germination","Depth","Low"
"328","critical","slice1",2008,"J01-031",0,"Willow","Germination","Depth","Low"
"329","critical","slice1",2009,"J01-031",0.0683060109289618,"Willow","Germination","Depth","Low"
"330","critical","slice1",2010,"J01-031",0.0227686703096539,"Willow","Germination","Depth","Low"
"331","critical","slice1",2011,"J01-031",0.0910746812386157,"Willow","Germination","Depth","Low"
"332","critical","slice1",2012,"J01-031",0,"Willow","Germination","Depth","Low"
"333","critical","slice1",2013,"J01-031",0.0227686703096539,"Willow","Germination","Depth","Low"
"334","critical","slice1",2014,"J01-031",0.159380692167577,"Willow","Germination","Depth","Low"
"335","critical","slice1",2015,"J01-031",0,"Willow","Germination","Depth","Low"
